originalquesid,questionid,title,question,tags,link,source,preparedtitle
"6382539,",4477535,curl_init() function not working,"
Hi I tries PHP Post Request inside a POST Request thinking it might be useful to me and my code is given below
$sub_req_url = ""http://localhost/index1.php"";

$ch = curl_init($sub_req_url);
$encoded = '';

// include GET as well as POST variables; your needs may vary.
foreach($_GET as $name => $value) {
  $encoded .= urlencode($name).'='.urlencode($value).'&';
}

foreach($_POST as $name => $value) {
  $encoded .= urlencode($name).'='.urlencode($value).'&';
}

// chop off last ampersand
$encoded = substr($encoded, 0, strlen($encoded)-1);

curl_setopt($ch, CURLOPT_POSTFIELDS,  $encoded);
curl_setopt($ch, CURLOPT_HEADER, 0);
curl_setopt($ch, CURLOPT_POST, 1);
curl_exec($ch);
curl_close($ch);

form the index.php file and index2.php is another file in the same directory and when i open the page i get the following error in my error.log file 
[Sat Dec 18 15:24:53 2010] [error] [client ::1] PHP Fatal error:  Call to undefined function curl_init() in /var/www/testing1/index.php on line 5

What i want to do is I have a reservation form that send post request and then i want to process post values and send again post request to paypal
","php,lampp,",https://stackoverflow.com/questions/4477535/curl-init-function-not-working,https://stackoverflow.com, curl init   function working
"5357601,",10752,What is the difference between integration and unit tests?,"
I know the so-called textbook definition of unit tests and integration tests.  What I am curious about is when it is time to write unit tests... I will write them to cover as many sets of classes as possible.
For example, if I have a Word class, I will write some unit tests for the Word class.  Then, I begin writing my Sentence class, and when it needs to interact with the Word class, I will often write my unit tests such that they test both Sentence and Word... at least in the places where they interact.
Have these tests essentially become integration tests because they now test the integration of these 2 classes, or is it just a unit test that spans 2 classes?
In general, because of this uncertain line, I will rarely actually write integration tests... or is my using the finished product to see if all the pieces work properly the actual integration tests, even though they are manual and rarely repeated beyond the scope of each individual feature?
Am I misunderstanding integration tests, or is there really just very little difference between integration and unit tests?
","unit-testing,integration-testing,",https://stackoverflow.com/questions/10752/what-is-the-difference-between-integration-and-unit-tests,https://stackoverflow.com, difference integration unit tests 
"1080442,",221925,Creating a byte array from a stream,"
What is the prefered method for creating a byte array from an input stream? 
Here is my current solution with .NET 3.5. 
Stream s;
byte[] b;

using (BinaryReader br = new BinaryReader(s))
{
    b = br.ReadBytes((int)s.Length);
}

Is it still a better idea to read and write chunks of the stream?
","c#,.net-3.5,inputstream,",https://stackoverflow.com/questions/221925/creating-a-byte-array-from-a-stream,https://stackoverflow.com, creating byte array stream
"168214,",23740548,How do I pass variables and data from PHP to JavaScript?,"



I have a variable in PHP, and I need its value in my JavaScript code. How can I get my variable from PHP to JavaScript?
I have code that looks like this:
<?php
     ...
     $val = $myService->getValue(); // Makes an API and database call
?>

I have JavaScript code that needs val and looks along the lines of:
<script>
    myPlugin.start($val); // I tried this, but it didn't work
    <?php myPlugin.start($val); ?> // This didn't work either
    myPlugin.start(<?=$val?> // This works sometimes, but sometimes it fails
</script>

","javascript,php,",https://stackoverflow.com/questions/23740548/how-do-i-pass-variables-and-data-from-php-to-javascript,https://stackoverflow.com, pas variable data php javascript 
"11512821,",8868338,Why is the console window closing immediately once displayed my output?,"
I'm studying C# by following the guides in MSDN.  
Now, I just tried the Example 1 (here is the link to MSDN), and I've encountered an issue: why is the console window closing immediately once displayed my output?
using System;

public class Hello1
{
    public static int Main()
    {
        Console.WriteLine(""Hello, World!"");
        return 0;
    }
}

","c#,.net,console-application,msdn,",https://stackoverflow.com/questions/8868338/why-is-the-console-window-closing-immediately-once-displayed-my-output,https://stackoverflow.com, console window closing immediately displayed output 
"1072643,",9081,"grep a file, but show several surrounding lines?","
I would like to grep for a string, but also show the preceding five lines and the following five lines as well as the matched line. How would I be able to do this?
","search,logging,grep,command-line-interface,",https://stackoverflow.com/questions/9081/grep-a-file-but-show-several-surrounding-lines,https://stackoverflow.com, grep file  show several surrounding lines 
"3362920,2664740,",965053,Extract filename and extension in Bash,"
I want to get the filename (without extension) and the extension separately.
The best solution I found so far is:
NAME=`echo ""$FILE"" | cut -d'.' -f1`
EXTENSION=`echo ""$FILE"" | cut -d'.' -f2`

This is wrong because it doesn't work if the file name contains multiple . characters. If, let's say, I have a.b.js, it will consider a and b.js, instead of a.b and js.
It can be easily done in Python with
file, ext = os.path.splitext(path)

but I'd prefer not to fire up a Python interpreter just for this, if possible.
Any better ideas?
","bash,string,filenames,",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash,https://stackoverflow.com, extract filename extension bash
"1143936,",787533,Is #pragma once a safe include guard?,"
I've read that there is some compiler optimization when using #pragma once which can result in faster compilation.  I recognize that is non-standard, and thus could pose a cross-platform compatibility issue.
Is this something that is supported by most modern compilers on non-windows platforms (gcc)?
I want to avoid platform compilation issues, but also want to avoid the extra work of fallback guards:
#pragma once
#ifndef HEADER_H
#define HEADER_H

...

#endif // HEADER_H

Should I be concerned? Should I expend any further mental energy on this?
","c++,include-guards,",https://stackoverflow.com/questions/787533/is-pragma-once-a-safe-include-guard,https://stackoverflow.com,  pragma safe include guard 
"2005367,",434604,How do I find the absolute url of an action in ASP.NET MVC?,"
I need to do something like this:
<script type=""text/javascript"">
    token_url = ""http://example.com/your_token_url"";
</script>

I'm using the Beta version of MVC, but I can't figure out how to get the absolute url of an action. I'd like to do something like this:
<%= Url.AbsoluteAction(""Action"",""Controller"")) %>

Is there a helper or Page method for this?
","asp.net-mvc,",https://stackoverflow.com/questions/434604/how-do-i-find-the-absolute-url-of-an-action-in-asp-net-mvc,https://stackoverflow.com, find absolute url action asp net mvc 
"2943548,",3397113,How to remove focus border (outline) around text/input boxes? (Chrome) ,"



Can anyone explain how to remove the orange or blue border (outline) around text/input boxes? I think it only happens on Chrome to show that the input box is active. Here's the input CSS I'm using:
input {
    background-color: transparent;
    border: 0px solid;
    height: 20px;
    width: 160px;
    color: #CCC;
}


","css,google-chrome,input,focus,border,",https://stackoverflow.com/questions/3397113/how-to-remove-focus-border-outline-around-text-input-boxes-chrome,https://stackoverflow.com, remove focus border  outline  around text input boxes   chrome  
"5056734,",1555109,How to stop EditText from gaining focus at Activity startup in Android,"
I have an Activity in Android, with two elements:

EditText 
ListView

When my Activity starts, the EditText immediately has input focus (flashing cursor). I don't want any control to have input focus at startup. I tried:
EditText.setSelected(false);
EditText.setFocusable(false);

No luck. How can I convince the EditText to not select itself when the Activity starts?
","android,listview,android-edittext,focus,",https://stackoverflow.com/questions/1555109/how-to-stop-edittext-from-gaining-focus-at-activity-startup-in-android,https://stackoverflow.com, stop edittext gaining focus activity startup android
"1273108,",1143796,Remove a file from a Git repository without deleting it from the local filesystem,"
My initial commit contained some log files. I've added *log to my .gitignore, and now I want to remove the log files from my repository.
git rm mylogfile.log

will remove a file from the repository, but will also remove it from the local file system.
How can I remove this file from the repo without deleting my local copy of the file?
","git,repository,remote-server,delete-file,git-rm,",https://stackoverflow.com/questions/1143796/remove-a-file-from-a-git-repository-without-deleting-it-from-the-local-filesyste,https://stackoverflow.com, remove file git repository without deleting local filesystem
